학년,교과목명,학점,시간,N/P과목,담당교수,강좌번호,신청인원,제한인원,강의시간,비고,강의계획서
전학년,영어회화4,1,2,N,레아메티툭,5209,0,20,월 12:00~12:50 (S10117)  수 12:00~12:50 (S10117),,
전학년,영어회화4,1,2,N,레아메티툭,5210,0,20,화 15:00~15:50 (S10117)  목 15:00~15:50 (S10117),,
전학년,글로벌문화,3,3,N,김윤정,5211,0,50,화 13:30~14:45 (S4513)  목 13:30~14:45 (S4513),,❌
전학년,글로벌문화,3,3,N,김점숙,5212,0,50,월 09:00~10:15 (S10303)  수 09:00~10:15 (S10303),,❌
전학년,글로벌문화,3,3,N,박찬영,5213,0,50,화 15:00~16:15 (S4509)  목 15:00~16:15 (S4509),온라인(블렌디드러닝),
전학년,글로벌문화,3,3,N,박찬영,5214,0,50,화 16:30~17:45 (S4509)  목 16:30~17:45 (S4509),온라인(블렌디드러닝),
전학년,고전으로읽는인문학,3,3,N,육민수,5215,0,50,월 10:30~11:45 (S4507)  수 10:30~11:45 (S4507),,
전학년,고전으로읽는인문학,3,3,N,육민수,5216,0,50,월 12:00~13:15 (S4507)  수 12:00~13:15 (S4507),,
전학년,고전으로읽는인문학,3,3,N,장혜영,5217,0,50,월 13:30~14:45 (S1321)  수 13:30~14:45 (S1321),,
전학년,고전으로읽는인문학,3,3,N,장혜영,5218,0,50,월 15:00~16:15 (S1321)  수 15:00~16:15 (S1321),,
전학년,고전으로읽는인문학,3,3,N,주민재,5219,0,50,화 13:30~14:45 (S1254)  목 13:30~14:45 (S1254),,
전학년,고전으로읽는인문학,3,3,N,주민재,5220,0,150,,"미래융합대학 전용강좌, 온라인(원격수업)",
전학년,예술과창조성,3,3,N,김윤정,5221,0,50,화 15:00~16:15 (S4513)  목 15:00~16:15 (S4513),,❌
전학년,예술과창조성,3,3,N,김윤정,5222,0,50,월 13:30~14:45 (S4513)  수 13:30~14:45 (S4513),온라인(블렌디드러닝),❌
전학년,"우주,생명,마음",3,3,N,전진권,5223,0,50,월 12:00~13:15 (S4517)  수 12:00~13:15 (S4517),,
전학년,"우주,생명,마음",3,3,N,전진권,5224,0,50,화 12:00~13:15 (S4517)  목 12:00~13:15 (S4517),,
전학년,4차산업혁명과미래사회진로선택,2,2,Y,유단,5225,0,90,화 16:00~17:45 (S4201),"경영대학 글로벌비즈니스학전공 전용강좌, 온라인(블렌디드러닝), N/P",
전학년,4차산업혁명과미래사회진로선택,2,2,Y,심명화,5226,0,1,목 16:30~18:20 (S10116),"경영대학 전용강좌, 온라인(블렌디드러닝), N/P, 경영학전공 일괄수강",❌
전학년,4차산업혁명과미래사회진로선택,2,2,Y,심준용,5227,0,1,목 16:30~18:20 (S10111),"경영대학 전용강좌, 온라인(블렌디드러닝), N/P, 경영학전공 일괄수강",❌
전학년,4차산업혁명과미래사회진로선택,2,2,Y,이한준,5228,0,1,목 16:30~18:20 (S10101),"경영대학 전용강좌, 온라인(블렌디드러닝), N/P, 경영학전공+경영정보학과 일괄수강",
전학년,4차산업혁명과미래사회진로선택,2,2,Y,윤형주,5229,0,50,월 10:00~11:50 (S1321),"미디어·휴먼라이프대학 전용강좌, 온라인(블렌디드러닝), N/P",
전학년,4차산업혁명과미래사회진로선택,2,2,Y,남시훈,5230,0,55,목 16:30~18:20 (S1415),"사회과학대학 전용강좌, 온라인(블렌디드러닝), N/P",
전학년,4차산업혁명과미래사회진로선택,2,2,Y,송재일,5231,0,55,목 10:00~11:50 (S1415),"사회과학대학 전용강좌, 온라인(블렌디드러닝), N/P",
전학년,4차산업혁명과미래사회진로선택,2,2,Y,김상균,5232,0,50,화 15:00~16:50 (),"인공지능소프트웨어융합대학 전용강좌, 온라인(블렌디드러닝), N/P",❌
전학년,4차산업혁명과미래사회진로선택,2,2,Y,문지영,5233,0,55,화 16:00~17:50 (),"인문대학 전용강좌, 온라인(블렌디드러닝), N/P",
전학년,4차산업혁명과미래사회진로선택,2,2,Y,박광현,5234,0,55,목 15:00~16:50 (S1939),"인문대학 전용강좌, 온라인(블렌디드러닝), N/P",
전학년,4차산업혁명과미래사회진로선택,2,2,Y,최선아,5235,0,55,화 13:00~14:50 (),"인문대학 전용강좌, 온라인(블렌디드러닝), N/P",
전학년,현대사회와심리학,3,3,N,진성조,5236,0,50,월 12:00~13:15 (S1217)  수 12:00~13:15 (S1217),,
전학년,현대사회와심리학,3,3,N,진성조,5237,0,50,월 15:00~16:15 (S1217)  수 15:00~16:15 (S1217),,
전학년,현대사회와심리학,3,3,N,진성조,5238,0,50,월 16:30~17:45 (S1217)  수 16:30~17:45 (S1217),,
전학년,현대사회와심리학,3,3,N,진성조,5239,0,50,화 12:00~13:15 (S1217)  목 12:00~13:15 (S1217),,
전학년,한국어연습1,1,2,N,성아영,5240,0,40,목 12:00~13:50 (S4215),TOPIK4급 미만 외국인학생 전용강좌,
전학년,한국어연습1,1,2,N,임현아,5241,0,40,화 10:00~11:50 (S4215),TOPIK4급 미만 외국인학생 전용강좌,
전학년,한국어연습1,1,2,N,장지영,5242,0,40,금 10:00~11:50 (S4415),TOPIK4급 미만 외국인학생 전용강좌,❌
전학년,한국어연습2,1,2,N,김효인,5243,0,40,목 14:00~15:50 (S4217),TOPIK4급 미만 외국인학생 전용강좌,
전학년,한국어연습2,1,2,N,나원주,5244,0,40,수 12:00~13:50 (S4219),TOPIK4급 미만 외국인학생 전용강좌,
전학년,한국어연습3,1,2,N,김가연,5245,0,40,금 12:00~13:50 (S4419),TOPIK4급 이상 외국인학생 전용강좌,
전학년,한국어연습3,1,2,N,장지영,5246,0,40,화 14:00~15:50 (),TOPIK4급 이상 외국인학생 전용강좌,❌
전학년,한국어연습4,1,2,N,홍혜준,5247,0,40,금 14:00~15:50 (S4417),TOPIK4급 이상 외국인학생 전용강좌,
전학년,한국어1,2,2,N,오민수,5248,0,40,화 12:00~13:50 (S4419),TOPIK4급 미만 외국인학생 전용강좌,
전학년,한국어1,2,2,N,장지영,5249,0,40,화 16:00~17:50 (),TOPIK4급 미만 외국인학생 전용강좌,❌
전학년,한국어1,2,2,N,홍혜준,5250,0,40,금 12:00~13:50 (S4417),TOPIK4급 미만 외국인학생 전용강좌,
전학년,한국어2,2,2,N,김가연,5251,0,35,금 10:00~11:50 (S4419),TOPIK4급 미만 외국인학생 전용강좌,
전학년,한국어2,2,2,N,성아영,5252,0,35,화 10:00~11:50 (S4217),TOPIK4급 미만 외국인학생 전용강좌,
전학년,한국어3,2,2,N,강수정,5253,0,40,화 10:00~11:50 (S4112),TOPIK4급 이상 외국인학생 전용강좌,
전학년,한국어3,2,2,N,성아영,5254,0,40,목 10:00~11:50 (S4215),TOPIK4급 이상 외국인학생 전용강좌,
전학년,한국어4,2,2,N,홍혜준,5255,0,40,금 10:00~11:50 (S4417),TOPIK4급 이상 외국인학생 전용강좌,
전학년,외국인학생을위한한국현대사,3,3,N,김민주,5256,0,40,화 15:00~17:45 (S4325),외국인학생 전용강좌,
전학년,외국인학생을위한한국현대사,3,3,N,강연,5257,0,40,수 15:00~17:45 (),"외국인학생 전용강좌, 원어강의(중국어)",
전학년,외국인학생을위한한국현대사,3,3,N,김민주,5258,0,40,월 12:00~14:45 (S4325),"외국인학생 전용강좌, 원어강의(중국어)",
전학년,외국인학생을위한한국사회의이해,3,3,N,안창모,5259,0,40,월 10:30~13:15 (S4215),외국인학생 전용강좌,
전학년,외국인학생을위한한국사회의이해,3,3,N,안창모,5260,0,40,월 13:30~16:15 (S4215),외국인학생 전용강좌,
전학년,외국인학생을위한한국문화,3,3,N,이기일,5261,0,40,수 15:00~17:45 (),외국인학생 전용강좌,
전학년,외국인학생을위한한국문화,3,3,N,김민주,5262,0,40,화 12:00~14:45 (S4325),"외국인학생 전용강좌, 원어강의(중국어)",
전학년,외국인학생을위한컴퓨터활용,3,3,N,옥정윤,5263,0,35,금 12:00~14:45 (S1150),외국인학생 전용강좌,
전학년,외국인학생을위한컴퓨터활용,3,3,N,옥정윤,5264,0,35,금 15:00~17:45 (S1150),외국인학생 전용강좌,
전학년,문화리터러시와창의적스토리텔링,3,3,N,주민재,5265,0,50,월 13:30~14:45 (S1254)  수 13:30~14:45 (S1254),,
전학년,문화리터러시와창의적스토리텔링,3,3,N,이영아,5266,0,50,화 12:00~13:15 (S1209)  목 12:00~13:15 (S1209),,
전학년,디지털리터러시의이해,2,2,Y,주민재,5267,0,200,,"2023학년도 신입생부터 수강가능, 온라인(원격수업), N/P",
전학년,디지털콘텐츠로만나는한국의문화유산,3,3,N,김점숙,5268,0,50,월 10:30~11:45 (S10303)  수 10:30~11:45 (S10303),,❌
전학년,디지털콘텐츠로만나는한국의문화유산,3,3,N,김점숙,5269,0,50,화 12:00~13:15 (S10303)  목 12:00~13:15 (S10303),,❌
전학년,디지털문화의이해,3,3,N,김윤정,5270,0,50,화 10:30~11:45 (S4513)  목 10:30~11:45 (S4513),,❌
전학년,디지털문화의이해,3,3,N,김윤정,5271,0,50,화 12:00~13:15 (S4513)  목 12:00~13:15 (S4513),,❌
전학년,파이썬을활용한데이터분석과인공지능,3,3,N,김제민,5272,0,38,수 12:00~14:45 (S4413),,
전학년,디지털사회와미래이슈,3,3,N,박혜정,5273,0,50,월 12:00~13:15 (S4515)  수 12:00~13:15 (S4515),,
전학년,AI와예술의만남,3,3,N,신상호,5274,0,50,월 10:30~13:15 (S4427),교과목명 변경 강좌(변경전: 4차산업혁명시대의예술),
전학년,비판적사고와논증,3,3,N,권향숙,5275,0,50,월 15:00~16:15 (S10301)  수 15:00~16:15 (S10301),교과목명 변경 강좌(변경전: 4차산업혁명을위한비판적사고),❌
전학년,사회적다양성과공동체,3,3,N,박혜정,5276,0,50,월 13:30~14:45 (S4515)  수 13:30~14:45 (S4515),교과목명 변경 강좌(변경전:여성소수자공동체),
전학년,사회적다양성과공동체,3,3,N,이중엽,5277,0,50,화 13:30~14:45 (S4519)  목 13:30~14:45 (S4519),교과목명 변경 강좌(변경전:여성소수자공동체),
전학년,사회적다양성과공동체,3,3,N,차민정,5278,0,50,월 10:30~11:45 (S4415)  수 10:30~11:45 (S4415),교과목명 변경 강좌(변경전:여성소수자공동체),
전학년,사회적다양성과공동체,3,3,N,박혜정,5279,0,150,,"미래융합대학 전용강좌, 온라인(원격수업), 교과목명 변경 강좌(변경전:여성소수자공동체)",
전학년,통합적커뮤니케이션,3,3,N,주민재,5280,0,50,월 15:00~16:15 (S1254)  수 15:00~16:15 (S1254),교과목명 변경 강좌(변경전: 직무수행과전략적의사소통),
전학년,창업과공동체,3,3,N,김경찬,5281,0,55,월 10:30~13:15 (S4502),교과목명 변경 강좌(변경전: 창업입문),
전학년,창업과공동체,3,3,N,김경찬,5282,0,55,월 13:30~16:15 (S4502),교과목명 변경 강좌(변경전: 창업입문),
전학년,컴퓨팅사고와코딩입문,3,3,N,강성희,5283,0,35,수 12:00~14:45 (S1150),교과목명 변경 강좌(변경전: SW프로그래밍입문),
전학년,컴퓨팅사고와코딩입문,3,3,N,강성희,5284,0,35,화 15:00~17:45 (S1150),교과목명 변경 강좌(변경전: SW프로그래밍입문),
전학년,현대인의삶과가치,3,3,N,강순전,5285,0,50,월 15:00~16:15 (S4517)  수 15:00~16:15 (S4517),,
전학년,현대인의삶과가치,3,3,N,권향숙,5286,0,50,월 12:00~13:15 (S10301)  수 12:00~13:15 (S10301),,❌
전학년,현대인의삶과가치,3,3,N,김한상,5287,0,50,목 10:30~13:15 (S1135),,❌
전학년,인공지능입문,3,3,N,김제민,5288,0,38,수 09:00~11:45 (S4413),교과목명 변경 강좌(변경전: 인공지능의세계),
전학년,인공지능입문,3,3,N,김제민,5289,0,38,화 15:00~17:45 (S4413),교과목명 변경 강좌(변경전: 인공지능의세계),
전학년,한국사의이해,3,3,N,박미선,5290,0,55,월 10:30~11:45 (S4513)  수 10:30~11:45 (S4513),,
전학년,한국사의이해,3,3,N,박미선,5291,0,55,월 12:00~13:15 (S4513)  수 12:00~13:15 (S4513),,
전학년,결혼과가족,3,3,N,이지선,5292,0,55,월 09:00~11:45 (S4115),,❌
전학년,동양사의이해,3,3,N,장호영,5293,0,55,월 13:30~14:45 (S4419)  수 13:30~14:45 (S4419),,
전학년,서양사의이해,3,3,N,나영순,5294,0,55,목 15:00~17:45 (S4502),,
전학년,인간심리의이해,3,3,N,김지영,5295,0,200,,"미래융합대학 전용강좌, 온라인(원격수업)",
전학년,아랍의언어와문화,3,3,N,김성환,5296,0,55,화 13:30~14:45 (S1850)  목 13:30~14:45 (S1850),,
전학년,아랍의언어와문화,3,3,N,이복례,5297,0,55,화 16:30~17:45 (S1741)  목 16:30~17:45 (S1741),,
전학년,중국의언어와문화,3,3,N,최재용,5298,0,55,월 13:30~14:45 (S4509)  수 13:30~14:45 (S4509),,
전학년,중국의언어와문화,3,3,N,최재용,5299,0,55,월 15:00~16:15 (S4509)  수 15:00~16:15 (S4509),,
전학년,역사란무엇인가,3,3,N,강원묵,5300,0,55,월 12:00~14:45 (S1135),,❌
전학년,철학산책,3,3,N,김한상,5301,0,55,화 15:00~17:45 (S1254),,❌
전학년,철학산책,3,3,N,김준성,5302,0,150,,온라인(원격수업),❌
전학년,일본의언어와문화,3,3,N,노유니아,5303,0,55,수 12:00~14:45 (S1135),,
전학년,일본의언어와문화,3,3,N,이재훈,5304,0,55,월 12:00~14:45 (S4115),,
전학년,일본의언어와문화,3,3,N,하혜주,5305,0,55,목 15:00~17:45 (S4415),,
전학년,일본의언어와문화,3,3,N,이미숙,5306,0,150,,"미래융합대학 전용강좌, 온라인(원격수업)",
전학년,창조적상상력과인간,3,3,N,안주철,5307,0,55,목 15:00~17:45 (S4511),,
전학년,창조적상상력과인간,3,3,N,우유진,5308,0,55,수 15:00~17:45 (S1135),,
전학년,한국문화와문자생활,3,3,N,남재철,5309,0,55,월 16:30~17:45 (S1325)  수 16:30~17:45 (S1325),,
전학년,지식정보활용,3,3,N,오세훈,5310,0,55,목 12:00~14:45 (S1958),,
전학년,지식정보활용,3,3,N,오세훈,5311,0,55,화 10:30~13:15 (S1958),,
전학년,한국전통문화의이해,3,3,N,김태홍,5312,0,55,수 12:00~14:45 (),,
전학년,장르영화로읽는한국사회,3,3,N,김희용,5313,0,55,화 10:30~11:45 (S4427)  목 10:30~11:45 (S4427),,
전학년,인문콘텐츠의이해,3,3,N,김기리,5314,0,55,월 13:30~16:15 (S4525),,
전학년,인문콘텐츠의이해,3,3,N,정창미,5315,0,55,화 13:30~16:15 (S10303),,❌
전학년,아시아역사와문화,3,3,N,미배정,5316,0,55,,원어강의(영어),❌
전학년,문화콘텐츠의감상과비평,3,3,N,김유리,5317,0,55,월 13:30~14:45 (S4415)  수 13:30~14:45 (S4415),,❌
전학년,행복의심리학,3,3,N,이현주,5318,0,55,화 12:00~13:15 (S4519)  목 12:00~13:15 (S4519),,
전학년,현대사회와배려윤리,3,3,N,이중엽,5319,0,55,월 12:00~13:15 (S4519)  수 12:00~13:15 (S4519),,
전학년,현대사회와배려윤리,3,3,N,이중엽,5320,0,55,화 16:30~17:45 (S4519)  목 16:30~17:45 (S4519),,
전학년,배려의소통기법,3,3,N,김희용,5321,0,55,화 12:00~13:15 (S4427)  목 12:00~13:15 (S4427),,
전학년,농문화이해와한국수어의실제,3,3,N,김경원,5322,0,55,수 13:30~16:15 (S4501),,❌
전학년,배려의행복학,3,3,N,문서연,5323,0,55,화 15:00~17:45 (S4507),,
전학년,동양의지혜,3,3,N,김한상,5324,0,150,,온라인(원격수업),❌
전학년,동양의지혜,3,3,N,박성규,5325,0,55,월 13:30~16:15 (S4112),,❌
전학년,서양의지혜,3,3,N,김대현,5326,0,55,수 13:30~16:15 (S4528),,
전학년,서양의지혜,3,3,N,이정은,5327,0,55,월 13:30~16:15 (S4528),,
전학년,문예의이론과실제,3,3,N,손은지,5328,0,55,화 12:00~14:45 (S4525),,❌
전학년,문학과사회,3,3,N,이영주,5329,0,55,화 15:00~17:45 (S4515),,❌
전학년,동양미술사입문,3,3,N,김영은,5330,0,55,수 13:30~16:15 (),,
전학년,한국미술사입문,3,3,N,미배정,5331,0,55,화 13:30~16:15 (),,❌
전학년,서양미술사입문,3,3,N,김호정,5332,0,55,화 10:30~13:15 (S4502),,❌
전학년,음악감상법,3,3,N,강규형,5333,0,55,월 13:30~14:45 (S10303)  수 13:30~14:45 (S10303),,❌
전학년,디자인개론,3,3,N,김현주,5334,0,55,금 13:30~16:15 (S4505),,❌
전학년,미술사의이해,3,3,N,미배정,5335,0,55,월 10:30~13:15 (S4327),,❌
전학년,음식으로읽는중국문학,3,3,N,김명구,5336,0,55,화 13:30~14:45 (S4427)  목 13:30~14:45 (S4427),,❌
전학년,다채로운음악세계의이해,3,3,N,문소영,5337,0,55,월 13:30~14:45 (S4427)  수 13:30~14:45 (S4427),,
전학년,인류문명과기록문화로의여행,3,3,N,김영석,5338,0,150,,온라인(원격수업),❌
전학년,일본어로배우는일본의사회와문화,3,3,N,이미숙,5339,0,150,,온라인(원격수업),
전학년,모두함께배우는글로벌사회와문화,3,3,N,박소희,5340,0,55,화 12:00~14:45 (S1135),원어강의(영어),
전학년,세계음식문화,3,3,N,김지향,5341,0,55,화 10:30~11:45 (S4415)  목 10:30~11:45 (S4415),,
전학년,이슬람문명의역사와문화기행,3,3,N,김정명,5342,0,150,,온라인(원격수업),
전학년,사회문화와디자인,3,3,N,최현호,5343,0,60,수 20:20~22:45 (),미래융합대학 멀티디자인학과 전용강좌,
전학년,문학과철학,3,3,N,이정은,5344,0,55,수 13:30~16:15 (),,
전학년,법학개론,3,3,N,홍명수,5345,0,55,월 12:00~13:15 (S1539)  수 12:00~13:15 (S1539),,
전학년,국제정치의이해,3,3,N,이원동,5346,0,55,수 10:30~13:15 (S4511),원어강의(영어),
전학년,국제정치의이해,3,3,N,윤홍석,5347,0,55,수 15:00~17:45 (S4525),,
전학년,국제정치의이해,3,3,N,윤홍석,5348,0,55,화 15:00~17:45 (S4525),,
전학년,대중문화와매스컴,3,3,N,유성식,5349,0,55,화 13:30~16:15 (S4502),,
전학년,대중문화와매스컴,3,3,N,유재희,5350,0,55,수 13:00~15:50 (S4505),,
전학년,대중문화와매스컴,3,3,N,유재희,5351,0,55,화 13:00~15:50 (S4505),,
전학년,인터넷과커뮤니케이션,3,3,N,조민정,5352,0,55,목 15:00~17:45 (S4525),,❌
전학년,경상통계학,3,3,N,문선웅,5353,0,1,화 15:00~16:15 (S10305)  목 15:00~16:15 (S10305),경영대학 전용강좌,
전학년,경상통계학,3,3,N,장영순,5354,0,1,,"경영대학 전용강좌, 온라인(원격수업), 온라인주3시간(시간표상 시간은 중간/기말시험용)",❌
전학년,경상통계학,3,3,N,문선웅,5355,0,58,화 13:30~14:45 (S10305)  목 13:30~14:45 (S10305),,
전학년,행정학개론,3,3,N,김영재,5356,0,55,월 09:00~10:15 (S1415)  수 09:00~10:15 (S1415),,
전학년,행정학개론,3,3,N,김영재,5357,0,55,월 10:30~11:45 (S1415)  수 10:30~11:45 (S1415),,
전학년,인간관계와커뮤니케이션,3,3,N,강재호,5358,0,55,수 10:00~12:45 (S4502),,
전학년,인간관계와커뮤니케이션,3,3,N,유성식,5359,0,55,수 13:30~16:15 (S4502),,
전학년,미시경제학원론,3,3,N,신승용,5360,0,55,화 10:30~11:45 (S1321)  목 10:30~11:45 (S1321),,
전학년,미시경제학원론,3,3,N,우석진,5361,0,55,월 13:30~14:45 (S1441)  수 13:30~14:45 (S1441),,❌
전학년,미시경제학원론,3,3,N,조미진,5362,0,58,화 10:30~11:45 (S1419)  목 10:30~11:45 (S1419),,
전학년,거시경제학원론,3,3,N,미배정,5363,0,60,수 20:20~22:45 (),미래융합대학 부동산학과 전용강좌,❌
전학년,거시경제학원론,3,3,N,신승용,5364,0,55,화 09:00~10:15 (S1321)  목 09:00~10:15 (S1321),,
전학년,청소년지도학,3,3,N,조선경,5365,0,55,월 10:30~11:45 (S4509)  수 10:30~11:45 (S4509),,
전학년,청소년지도학,3,3,N,조선경,5366,0,55,월 12:00~13:15 (S4509)  수 12:00~13:15 (S4509),,
전학년,사회복지실천론,3,3,N,최소연,5367,0,55,월 09:00~11:45 (S4112),,❌
전학년,기업과경영,2,2,N,배연경,5368,0,55,수 13:30~14:50 (S4417),원어강의(영어),❌
전학년,사회복지개론,3,3,N,이중엽,5369,0,55,월 10:30~11:45 (S4519)  수 10:30~11:45 (S4519),,
전학년,사회복지개론,3,3,N,이중엽,5370,0,55,화 10:30~11:45 (S4519)  목 10:30~11:45 (S4519),,
전학년,경제학원론,3,3,N,YOU JANE J,5371,0,55,목 09:00~11:45 (S1325),,
전학년,경제학원론,3,3,N,조미진,5372,0,60,월 12:00~13:15 (S10201)  수 12:00~13:15 (S10201),,
전학년,경제학원론,3,3,N,최창규,5373,0,55,화 15:00~17:45 (S4415),,
전학년,경제학원론,3,3,N,권영민,5374,0,1,월 13:30~14:45 (S10201)  수 13:30~14:45 (S10201),"경영대학 전용강좌, 일괄수강",
전학년,경제학원론,3,3,N,권영민,5375,0,1,월 15:00~16:15 (S10201)  수 15:00~16:15 (S10201),"경영대학 전용강좌, 일괄수강",
전학년,경제학원론,3,3,N,남시훈,5376,0,1,화 13:30~14:45 (S1415)  목 13:30~14:45 (S1415),"경영대학 전용강좌, 일괄수강",
전학년,경제학원론,3,3,N,남시훈,5377,0,1,화 15:00~16:15 (S1415)  목 15:00~16:15 (S1415),"경영대학 전용강좌, 일괄수강",
전학년,경제학원론,3,3,N,신현탁,5378,0,1,화 09:00~10:15 (S10110)  목 09:00~10:15 (S10110),"경영대학 전용강좌, 일괄수강",
전학년,경제학원론,3,3,N,YOU JANE J,5379,0,55,화 09:00~11:45 (S1325),원어강의(영어),
전학년,직업생활과법,3,3,N,이종훈,5380,0,55,화 09:00~10:15 (S1658)  목 09:00~10:15 (S1658),,
전학년,직업생활과법,3,3,N,고범승,5381,0,60,수 20:20~22:45 (),미래융합대학 전용강좌,❌
전학년,생활법률,3,3,N,석호영,5382,0,60,수 19:30~21:55 (S1325),미래융합대학 전용강좌,❌
전학년,법률문장론,3,3,N,김주영,5383,0,55,월 15:00~16:15 (S1419)  수 15:00~16:15 (S1419),,
전학년,법과제도,3,3,N,권경선,5384,0,55,수 12:00~14:45 (),,
전학년,다문화사회의이해,3,3,N,김용한,5385,0,55,월 13:30~14:45 (S4327)  수 13:30~14:45 (S4327),,
전학년,다문화사회의이해,3,3,N,이중엽,5386,0,55,월 15:00~16:15 (S4519)  수 15:00~16:15 (S4519),,
전학년,저작권과소프트웨어,3,3,N,공경식,5387,0,55,월 10:30~13:15 (S4511),,
전학년,경제학들어가기,3,3,N,신승용,5388,0,60,수 19:30~21:55 (),미래융합대학 전용강좌,
전학년,유라시아의이해,3,3,N,설명진,5389,0,55,목 10:30~13:15 (S4505),,
전학년,유라시아의이해,3,3,N,설명진,5390,0,55,목 13:30~16:15 (S4505),,
전학년,유라시아의이해,3,3,N,이지수,5391,0,55,월 09:00~10:15 (S1641)  수 09:00~10:15 (S1641),,
전학년,아시아의국제관계,3,3,N,배연경,5392,0,55,월 10:30~13:15 (S4419),원어강의(영어),❌
전학년,아시아문화관광경영,3,3,N,미배정,5393,0,55,,원어강의(중국어),❌
전학년,MJ사회봉사,3,3,Y,이재성,5394,0,55,목 17:50~20:15 (),N/P,
전학년,MJ사회봉사,3,3,Y,이재성,5395,0,55,수 17:50~20:15 (),N/P,
전학년,현대한국정치의쟁점,3,3,N,윤종빈,5396,0,250,,온라인(원격수업),
전학년,놀이혁명과창의성,3,3,N,문서연,5397,0,55,목 15:00~17:45 (S4507),,
전학년,놀이혁명과창의성,3,3,N,박윤현,5398,0,55,화 13:30~14:45 (S4517)  목 13:30~14:45 (S4517),,
전학년,현대세계의분쟁과평화,3,3,N,최지현,5399,0,55,월 13:30~14:45 (S4519)  수 13:30~14:45 (S4519),,❌
전학년,디지털시대인공지능(A.I.)과법,3,3,N,송재일,5400,0,150,,온라인(원격수업),
전학년,쉽게배우는글로벌기업전략,3,3,N,최원정,5401,0,55,수 13:30~16:15 (),원어강의(영어),
전학년,시장경제와기업,2,2,Y,김태황,5402,0,55,화 15:00~16:50 (S10110),"N/P, 외부전문가 초빙, 옴니버스강의",❌
전학년,창업시뮬레이션,3,3,Y,복정인,5403,0,55,금 09:00~11:45 (S4505),N/P,❌
전학년,통합적커리어탐색:취업과창업,2,2,N,김서영,5404,0,55,목 10:00~11:50 (S4325),,
전학년,통합적커리어탐색:취업과창업,2,2,N,김서영,5405,0,55,목 12:00~13:50 (S4325),,
1학년,경영학입문,3,3,N,유단,5406,0,100,화 13:00~15:45 (S4201),"경영대학 글로벌비즈니스학전공 전용강좌, 중국어",
1학년,경영학입문,3,3,N,김재구,5407,0,1,화 09:00~10:15 (S10101)  목 09:00~10:15 (S10101),"경영대학 전용강좌, 일괄수강",❌
1학년,경영학입문,3,3,N,이종선,5408,0,1,화 10:30~11:45 (S10201)  목 10:30~11:45 (S10201),"경영대학 전용강좌, 일괄수강",
1학년,경영학입문,3,3,N,이종선,5409,0,1,화 13:30~14:45 (S10115)  목 13:30~14:45 (S10115),"경영대학 전용강좌, 일괄수강",
1학년,경영학입문,3,3,N,임미희,5410,0,1,화 15:00~16:15 (S10201)  목 15:00~16:15 (S10201),"경영대학 전용강좌, 일괄수강",
1학년,경영학입문,3,3,N,정의교,5411,0,1,월 15:00~16:15 (S10116)  수 15:00~16:15 (S10116),"경영대학 전용강좌, 일괄수강",
전학년,마케팅과AI·SW융합기술,3,3,N,김찬기,5412,0,55,목 15:00~17:45 (S4417),,
전학년,미적분학1,3,3,N,김선영,5413,0,40,목 10:00~12:45 (S4417),인문캠퍼스 전용강좌(자연캠퍼스 소속 학생 수강불가),
전학년,통계학개론,3,3,N,김미성,5414,0,55,화 15:00~17:45 (S4517),,
전학년,선형대수학개론,3,3,N,문은호,5415,0,55,금 10:30~13:15 (S1419),,
전학년,교양바둑,2,2,N,박태순,5416,0,55,월 13:00~14:50 (S4219),,❌
전학년,일본어입문1,3,3,N,박성미,5417,0,55,월 15:00~16:15 (S4419)  수 15:00~16:15 (S4419),,
전학년,일본어입문1,3,3,N,이지현,5418,0,55,목 15:00~17:45 (S4419),,
전학년,일본어입문1,3,3,N,진경애,5419,0,55,수 12:00~14:45 (),,
